FieldHostUID	ColEventUID	HostNumber	FieldIdent	FieldNotes	CreateDate	UpdateDate	CreatedBy	UpdatedBy	TripUID	HostF	HostG	HostSp	HostSSp	HostAuthor	HostDetBy	HerbID	history
128	10566	H099	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	142	1502	2406	0	3192	R.G. Coveny 1996	NSW 395998	Casuarinaceae;Allocasuarina;paludosa;(Sieber ex Spreng.) L. Johnson;R.G. Coveny 1996;NSW 395998
129	10568	H097	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	307	1730	2247	0	3464	J. Everett 1996	NSW 395996	Myoporaceae;Myoporum;insulare;R. Br.;J. Everett 1996;NSW 395996
130	10569	H102	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	1483	1704	813	0	3405	K.L. Wilson 1997	NSW 396001	Lomandraceae;Lomandra;longifolia;Labill.;K.L. Wilson 1997;NSW 396001
131	10570	H100	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1560	813	0	3464	J. Everett 1996	NSW 395999	Asteraceae;Cassinia;longifolia;R. Br.;J. Everett 1996;NSW 395999
132	10570	H101	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	313	1684	642	0	3202	P.G. Wilson 1996	NSW 396000	Myrtaceae;Kunzea;ambigua;(Smith) Druce;P.G. Wilson 1996;NSW 396000
133	10572	H104	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1750	2085	0	3235	J. Everett 1996	NSW 396003	Asteraceae;Ozothamnus;diosmifolius;(Vent.) DC.;J. Everett 1996;NSW 396003
134	10573	H103	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	280	1506	2025	2707	3190	B.M. Wiecek 1996	NSW 396002	Loranthaceae;Amyema;congener;congener;(Schultes & J.H. Schultes) Tieghem;B.M. Wiecek 1996;NSW 396002
135	10575	H105	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	94	1521	801	0	1159	B.M. Wiecek 1996	NSW 396004	Araliaceae;Astrotricha;latifolia;Benth.;B.M. Wiecek 1996;NSW 396004
136	10575	H106	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	94	1521	1916	0	3394	R.O. Makinson 1997	NSW 396005	Araliaceae;Astrotricha;asperifolia;Klatt;R.O. Makinson 1997;NSW 396005
137	10576	H107	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	98	1750	2085	0	3235	J. Everett 1996	NSW 396006	Asteraceae;Ozothamnus;diosmifolius;(Vent.) DC.;J. Everett 1996;NSW 396006
138	10577	H109	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	313	1684	642	0	3202	P. G. Wilson 1996	NSW 396008	Myrtaceae;Kunzea;ambigua;(Smith) Druce;P. G. Wilson 1996;NSW 396008
139	10578	H108	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	176	1637	2559	0	3396	R.G. Coveny 1996	NSW 396007	Cyperaceae;Gahnia;sieberiana;Kunth;R.G. Coveny 1996;NSW 396007
140	10579	H110	NULL	NULL	2006-01-09	2006-09-27	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	313	1554	2629	0	3405	P. G. Wilson 1996	NSW 396009	Myrtaceae;Calytrix;tetragona;Labill.;P. G. Wilson 1996;NSW 396009
141	10580	H001	NULL	NULL	2006-01-09	2006-01-19	Hewson-Smith, Sheridan	Gregorev, Nina	0	298	396	2528	0	3084	PERTH staff	Perth 05056241	Mimosaceae;Acacia;saligna;(Labill.) H.L. Wendl;PERTH staff;Perth 05056241
142	10580	H002	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	60	1737	1939	0	3300	PERTH staff	Perth 05095247	Zygophyllaceae;Nitraria;billardierei;DC.;PERTH staff;Perth 05095247
143	10580	H001B	NULL	NULL	2006-01-09	2006-02-07	Hewson-Smith, Sheridan	Gregorev, Nina	0	149	424	2382	2742	3255	PERTH staff	Perth 05054680	Chenopodiaceae;Atriplex;nummularia;omissa;Aellen;PERTH staff;Perth 05054680
144	10582	H004	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1730	2440	0	3470	PERTH staff	Perth 05095220	Myoporaceae;Myoporum;platycarpum;R.Br.;PERTH staff;Perth 05095220
145	10582	H003	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	298	396	2107	2714	3424	PERTH staff	Perth 05056489	Mimosaceae;Acacia;enervia;enervia;Maiden & Blakely;PERTH staff;Perth 05056489
146	10582	H006	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	127	1353	1414	0	2942	PERTH staff	Perth 05056497	Caesalpiniaceae;Senna;glutinosa;(DC.)Randell;PERTH staff;Perth 05056497
147	10582	H005	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	384	1628	1895	0	3470	PERTH staff	Perth 05056209	Santalaceae;Exocarpos;aphyllus;R.Br.;PERTH staff;Perth 05056209
148	10583	H007	NULL	NULL	2006-01-09	2006-10-02	Hewson-Smith, Sheridan	Administrator	0	63	1550	2509	0	2969	Field ID		Cupressaceae;Callitris;roei ?;(Endl.) F.Muell.;Field ID;
149	10584	H018	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1744	916	0	0	PERTH staff	Perth 05095050	Asteraceae;Olearia;sp.;PERTH staff;Perth 05095050
150	10584	H013	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	385	1603	1173	2697	2936	PERTH staff	Perth 05056187	Sapindaceae;Dodonaea;viscosa;angustissima;(DC.) J.G.West;PERTH staff;Perth 05056187
151	10584	H020	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	225	1647	2484	0	3283	PERTH staff	Perth 05099919	Goodeniaceae;Goodenia;quasilibera;Carolin;PERTH staff;Perth 05099919
152	10584	H019	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	142	1502	916	0	0	PERTH staff	Perth 05056179	Casuarinaceae;Allocasuarina;sp.;PERTH staff;Perth 05056179
153	10584	H017	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1826	1926	0	3329	PERTH staff	Perth 05099722	Myrtaceae;Thryptomene;australis;Endl.;PERTH staff;Perth 05099722
154	10584	H014	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	32	1769	1340	0	3470	PERTH staff	Perth 05056195	Thymelaeaceae;Pimelea;microcephala;R.Br.;PERTH staff;Perth 05056195
155	10584	H015	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	640	0	3470	PERTH staff	Perth 05095069	Myoporaceae;Eremophila;alternifolia;R.Br.;PERTH staff;Perth 05095069
156	10585	H012	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	2073	0	3340	PERTH staff	Perth 05054702	Myoporaceae;Eremophila;dempsteri;F.Muell.;PERTH staff;Perth 05054702
157	10586	H010	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	1868	0	3333	PERTH staff	Perth 05054699	Myoporaceae;Eremophila;aff. weldii;F. Muell.;PERTH staff;Perth 05054699
158	10586	H011	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1730	2248	0	3464	PERTH staff	Perth 05095239	Myoporaceae;Myoporum;insulare ?;R. Br.;PERTH staff;Perth 05095239
159	10587	H009	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1717	2275	0	3452	PERTH staff	Perth 05054605	Myrtaceae;Melaleuca;lanceolata;Otto;PERTH staff;Perth 05054605
160	10588	H021	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	113	501	1882	0	3293	PERTH staff	Perth 05100038	Boraginaceae;Heliotropium;ammophilum;Craven;PERTH staff;Perth 05100038
161	10588	H022	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	9	1802	2383	0	3488	PERTH staff	Perth 05054575	Solanaceae;Solanum;nummularium;S. Moore;PERTH staff;Perth 05054575
162	10589	H026	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1624	916	0	0	PERTH staff	Perth 05056233	Myrtaceae;Eucalyptus;sp.;PERTH staff;Perth 05056233
163	10589	H025	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	225	1578	2604	0	2987	PERTH staff	Perth 05054923	Goodeniaceae;Coopernookia;strophiolata;(F. Muell.) Carolin;PERTH staff;Perth 05054923
164	10589	H027	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	9	1802	2445	0	3177	PERTH staff	Perth 05056225	Solanaceae;Solanum;plicatile;(S.Moore) Symon;PERTH staff;Perth 05056225
165	10589	H029	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	113	1653	1173	0	3488	PERTH staff	Perth 05099749	Boraginaceae;Halgania;viscosa;S. Moore;PERTH staff;Perth 05099749
166	10590	H030	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	127	1353	1912	2717	2940	PERTH staff	Perth 05054931	Caesalpiniaceae;Senna;artemisioides;filifolia Randell;(DC.) Randell;PERTH staff;Perth 05054931
167	10591	H031	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1717	2557	0	3527	PERTH staff	Perth 05054583	Myrtaceae;Melaleuca;sheathiana;W.Fitzg.;PERTH staff;Perth 05054583
168	10591	H032	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	2414	2745	3381	PERTH staff	Perth 05056519	Myoporaceae;Eremophila;parvifolia;parvifolia ?;J.M. Black;PERTH staff;Perth 05056519
169	10591	H033	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	142	1563	2417	0	3398	PERTH staff	Perth 05054885	Casuarinaceae;Casuarina;pauper;L.A.S. Johnson;PERTH staff;Perth 05054885
170	10592	H023	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	208	1538	2292	0	2930	PERTH staff	Perth 05056144	Euphorbiaceae;Beyeria;lechenaultii;(DC.) Baill.;PERTH staff;Perth 05056144
171	10592	H024	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	2255	0	3307	PERTH staff	Perth 05056152	Myoporaceae;Eremophila;ionantha;Diels;PERTH staff;Perth 05056152
172	10593	H051	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	18	1682	2249	0	3505	PERTH staff	Perth 05120756	Sterculiaceae;Keraudrenia;integrifolia;Steud.;PERTH staff;Perth 05120756
173	10593	H052	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	225	1647	2489	0	3340	PERTH staff	Perth 05120748	Goodeniaceae;Goodenia;ramelii;F.Muell.;PERTH staff;Perth 05120748
174	10593	H065	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1475	1735	2246	0	3325	PERTH staff		Chloanthaceae;Newcastelia;insignis;E.Pritz.;PERTH staff;
175	10594	H036	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1571	2476	0	3176	PERTH staff	Perth 05056500	Asteraceae;Chrysocephalum;puteale;(S.Moore) Paul G. Wilson;PERTH staff;Perth 05056500
176	10594	H037	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	9	1802	2397	2743	3460	PERTH staff	Perth 05054613	Solanaceae;Solanum;orbiculatum;orbiculatum;Poir.;PERTH staff;Perth 05054613
177	10594	H034	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	142	1563	2417	0	3398	PERTH staff	Perth 05095158	Casuarinaceae;Casuarina;pauper;L.A.S. Johnson;PERTH staff;Perth 05095158
178	10594	H035	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	83	1783	2387	0	3011	PERTH staff	Perth 05054877	Amaranthaceae;Ptilotus;obovatus;(Gaudich.) F.Muell.;PERTH staff;Perth 05054877
179	10595	H045	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	113	1653	2059	0	3413	PERTH staff	Perth 05100011	Boraginaceae;Halgania;cyanea;Lindl.;PERTH staff;Perth 05100011
180	10595	H044	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	384	1628	1895	0	3470	PERTH staff	Perth 05056136	Santalaceae;Exocarpos;aphyllus;R.Br.;PERTH staff;Perth 05056136
181	10595	H050	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	264	1777	1972	0	3340	PERTH staff	Perth 05099714	Lamiaceae;Prostanthera;campbellii;F.Muell.;PERTH staff;Perth 05099714
182	10595	H049	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	1977	0	3289	PERTH staff	Perth 05099994	Myoporaceae;Eremophila;caperata;Chinnock ms;PERTH staff;Perth 05099994
183	10595	H048	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	2442	2749	3307	PERTH staff	Perth 05054796	Myoporaceae;Eremophila;platythamnos;platythamnos ms;Diels;PERTH staff;Perth 05054796
184	10595	H047	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	2442	2749	3307	PERTH staff	Perth 05054818	Myoporaceae;Eremophila;platythamnos;platythamnos ms;Diels;PERTH staff;Perth 05054818
185	10595	H046	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	9	1802	2283	0	3460	PERTH staff	Perth 05054826	Solanaceae;Solanum;lasiophyllum;Poir.;PERTH staff;Perth 05054826
186	10595	H043	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	63	1550	2461	0	3434	PERTH staff	Perth 05100003	Cupressaceae;Callitris;preissii;Miq.;PERTH staff;Perth 05100003
187	10596	H042	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	264	1841	1262	0	3470	PERTH staff	Perth 05056217	Lamiaceae;Westringia;rigida;R.Br.;PERTH staff;Perth 05056217
188	10596	H038	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	906	0	3158	PERTH staff	Perth 05095123	Myoporaceae;Eremophila;scoparia;(R.Br.) F.Muell.;PERTH staff;Perth 05095123
189	10596	H039	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1677	2296	0	2931	PERTH staff	Perth 05099927	Asteraceae;Ixiolaena;leptolepis;(DC.) Benth.;PERTH staff;Perth 05099927
190	10596	H041	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	362	1648	2430	0	3429	PERTH staff	Perth 05095115	Proteaceae;Grevillea;petrophiloides;Meisn.;PERTH staff;Perth 05095115
191	10596	H040	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	142	1563	2417	0	3398	PERTH staff	PERTH 05879140	Casuarinaceae;Casuarina;pauper;L.A.S. Johnson;PERTH staff;PERTH 05879140
192	10597	H056	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1826	2660	0	3340	PERTH staff	Perth 05095107	Myrtaceae;Thryptomene;urceolaris;F.Muell.;PERTH staff;Perth 05095107
193	10597	H062	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1744	2279	0	3028	PERTH staff	Perth 05099943	Asteraceae;Olearia;lanuginosa;(J.H. Willis) N.A. Wakef.;PERTH staff;Perth 05099943
194	10597	H053	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1475	1735	1348	0	3325	PERTH staff	Perth 05095077	Chloanthaceae;Newcastelia;viscida;E.Pritz.;PERTH staff;Perth 05095077
195	10597	H054	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	1977	0	3289	PERTH staff	Perth 05095085	Myoporaceae;Eremophila;caperata;Chinnock ms;PERTH staff;Perth 05095085
196	10597	H058	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1665	2194	0	2920	PERTH staff	Perth 05099935	Myrtaceae;Homalocalyx;grandiflorus;(C.A. Gardner) Craven;PERTH staff;Perth 05099935
197	10597	H055	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1826	665	2701	3325	PERTH staff	Perth 05095093	Myrtaceae;Thryptomene;aspera;aspera;E.Pritz.;PERTH staff;Perth 05095093
198	10597	H057	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1696	2137	0	3488	PERTH staff	Perth 05056527	Myrtaceae;Leptospermum;fastigiatum;S. Moore;PERTH staff;Perth 05056527
199	10597	H059	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1554	1881	0	3293	PERTH staff	Perth 05099986	Myrtaceae;Calytrix;amethystina;Craven;PERTH staff;Perth 05099986
200	10597	H063	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	362	1648	2263	0	3369	PERTH staff	Perth 05099951	Proteaceae;Grevillea;juncifolia;Hook. subsp. temulenta P. Olde & N. Marriott;PERTH staff;Perth 05099951
201	10597	H061	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1554	1889	0	3413	PERTH staff	Perth 05099706	Myrtaceae;Calytrix;angulata;Lindl.;PERTH staff;Perth 05099706
202	10597	H064	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	379	1763	1973	0	2984	PERTH staff	Perth 05099978	Rutaceae;Phebalium;canaliculatum;(F. Muell. & Tate) J.H. Willis;PERTH staff;Perth 05099978
203	10597	H060	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	352	1830	2503	0	3144	PERTH staff	Perth 05099757	Poaceae;Triodia;rigidissima;(Pilg.) Lazarides;PERTH staff;Perth 05099757
204	10598	H086	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	9	1802	2283	0	3460	PERTH staff	Perth 05120721	Solanaceae;Solanum;lasiophyllum;Poir.;PERTH staff;Perth 05120721
205	10599	H068	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	2442	2749	3307	PERTH staff	Perth 05054664	Myoporaceae;Eremophila;platythamnos;platythamnos ms;Diels;PERTH staff;Perth 05054664
206	10599	H067	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	286	1505	2438	0	3013	PERTH staff	Perth 05054672	Malvaceae;Alyogyne;pinoniana;(Gaudich.)Fryxell;PERTH staff;Perth 05054672
207	10599	H072	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1826	1915	0	3319	PERTH staff	Perth 05095190	Myrtaceae;Thryptomene;aspera glabra;E. Pritz.;PERTH staff;Perth 05095190
208	10599	H069	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1665	2633	0	2988	PERTH staff	Perth 05054745	Myrtaceae;Homalocalyx;thryptomenoides;(F. Muell.) Craven;PERTH staff;Perth 05054745
209	10599	H070	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	32	1769	1340	0	3470	PERTH staff	Perth 05056128	Thymelaeaceae;Pimelea;microcephala;R.Br.;PERTH staff;Perth 05056128
210	10599	H074	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	2162	0	3340	PERTH staff	Perth 05054788	Myoporaceae;Eremophila;forrestii;F.Muell.;PERTH staff;Perth 05054788
211	10599	H071	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	149	1786	2461	0	3437	PERTH staff	Perth 05054753	Chenopodiaceae;Rhagodia;preissii;Moq.;PERTH staff;Perth 05054753
212	10599	H066	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1475	1594	2363	0	3439	PERTH staff	Perth 05095204	Chloanthaceae;Dicrastylis;morrisonii;Munir;PERTH staff;Perth 05095204
213	10599	H073	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1722	888	2856	1159	PERTH staff	Perth 05054761	Myrtaceae;Micromyrtus;racemosa;var. mucronata;Benth.;PERTH staff;Perth 05054761
214	10600	H075	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	2580	2755	3279	PERTH staff	Perth 05054737	Myoporaceae;Eremophila;spectabilis;spectabilis;C.A. Gardner;PERTH staff;Perth 05054737
215	10601	H078	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	225	1793	2414	2695	1159	PERTH staff	Perth 05054710	Goodeniaceae;Scaevola;parvifolia;acuminata;Benth.;PERTH staff;Perth 05054710
216	10601	H077	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	2588	0	3289	PERTH staff	Perth 05056160	Myoporaceae;Eremophila;spuria;Chinnock ms;PERTH staff;Perth 05056160
217	10601	H076	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1475	1594	2149	0	3240	PERTH staff	Perth 05054729	Chloanthaceae;Dicrastylis;flexuosa;(W.R. Price) C.A. Gardner;PERTH staff;Perth 05054729
218	10602	H079	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	286	1505	2438	0	3012	PERTH staff	Perth 05056101	Malvaceae;Alyogyne;pinoniana;(Gaudich.) Fryxell;PERTH staff;Perth 05056101
219	10602	H080	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	9	1802	1913	0	3508	PERTH staff	Perth 05054648	Solanaceae;Solanum;ashbyae;Symon;PERTH staff;Perth 05054648
220	10602	H082	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	384	1792	2276	0	3470	PERTH staff	Perth 05054893	Santalaceae;Santalum;lanceolatum;R.Br.;PERTH staff;Perth 05054893
221	10602	H083	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	18	1682	2249	0	3505	PERTH staff	Perth 05095166	Sterculiaceae;Keraudrenia;integrifolia;Steud.;PERTH staff;Perth 05095166
222	10603	H085	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1475	1685	2032	0	3488	PERTH staff	Perth 05095174	Chloanthaceae;Lachnostachys;coolgardiensis;S. Moore;PERTH staff;Perth 05095174
223	10603	H084	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1826	1915	0	3319	PERTH staff	Perth 05095182	Myrtaceae;Thryptomene;aspera glabra;E. Pritz.;PERTH staff;Perth 05095182
224	10605	H088	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1712	2650	0	2961	PERTH staff	Perth 05120667	Myrtaceae;Malleostemon;tuberculatus;(E. Pritz.) J.W. Green;PERTH staff;Perth 05120667
225	10605	H087	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1712	2650	0	2961	PERTH staff	Perth 05120675	Myrtaceae;Malleostemon;tuberculatus;(E. Pritz.) J.W. Green;PERTH staff;Perth 05120675
226	10605	H091	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	307	1619	2162	0	3340	PERTH staff	Perth 05120705	Myoporaceae;Eremophila;forrestii;F.Muell.;PERTH staff;Perth 05120705
227	10605	H092	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1717	744	0	3340	PERTH staff	Perth 05120691	Myrtaceae;Melaleuca;filifolia;F.Muell.;PERTH staff;Perth 05120691
228	10605	H090	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	208	1788	958	0	3340	PERTH staff	Perth 05120713	Euphorbiaceae;Ricinocarpos;velutinus;F.Muell.;PERTH staff;Perth 05120713
229	10605	H089	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1826	1915	0	3319	PERTH staff	Perth 05120683	Myrtaceae;Thryptomene;aspera glabra;E. Pritz.;PERTH staff;Perth 05120683
230	10606	H093	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1717	2654	0	3470	PERTH staff	Perth 05120640	Myrtaceae;Melaleuca;uncinata;R.Br.;PERTH staff;Perth 05120640
231	10606	H094	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1475	1594	2166	2719	3362	PERTH staff	Perth 05120632	Chloanthaceae;Dicrastylis;fulva;forma fulva;Harv.;PERTH staff;Perth 05120632
232	10606	H095	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	298	396	2491	0	3350	PERTH staff	Perth 05120659	Mimosaceae;Acacia;ramulosa ?;Fitzg.;PERTH staff;Perth 05120659
233	10608	H107	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1554	2206	0	2988	PERTH staff	Perth 05120519	Myrtaceae;Calytrix;harvestiana;(F. Muell.) Craven;PERTH staff;Perth 05120519
234	10608	H106	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1475	1594	2166	2719	3362	PERTH staff	Perth 05120500	Chloanthaceae;Dicrastylis;fulva;forma fulva;Harv.;PERTH staff;Perth 05120500
235	10609	H096	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1768	2420	2704	3329	PERTH staff	Perth 05120586	Myrtaceae;Pileanthus;peduncularis;borealis;Endl.;PERTH staff;Perth 05120586
236	10609	H103	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1766	2459	0	3340	PERTH staff	Perth 05120608	Myrtaceae;Phymatocarpus;porphyrocephalus;F.Muell.;PERTH staff;Perth 05120608
237	10609	H102	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1589	2086	0	2941	PERTH staff	Perth 05120551	Myrtaceae;Darwinia;diosmoides;(DC.)Benth.;PERTH staff;Perth 05120551
238	10609	H101	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1826	916	0	0	PERTH staff	Perth 05120543	Myrtaceae;Thryptomene;sp.;PERTH staff;Perth 05120543
239	10609	H100	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1527	916	0	0	PERTH staff	Perth 05120578	Myrtaceae;Baeckea;sp.;PERTH staff;Perth 05120578
240	10609	H099	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	313	1717	2342	0	3340	PERTH staff	Perth 05120616	Myrtaceae;Melaleuca;megacephala;F.Muell.;PERTH staff;Perth 05120616
