FieldHostUID	ColEventUID	HostNumber	FieldIdent	FieldNotes	CreateDate	UpdateDate	CreatedBy	UpdatedBy	TripUID	HostF	HostG	HostSp	HostSSp	HostAuthor	HostDetBy	HerbID	history
1726	11187	H031	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	444	764	0	1245	A. Sanders	UCR140608	Rhamnaceae;Ceanothus;greggii;Gray;A. Sanders;UCR140608
1727	11187	H030	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	47	551	2075	0	3518	A. Sanders	UCR140626	Viscaceae;Phoradendron;densum;Torr. ex Trel.;A. Sanders;UCR140626
1728	11188	H034	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	114	1204	1205	0	3146	A. Sanders	UCR140606	Brassicaceae;Stanleya;pinnata;(Pursh) Britton;A. Sanders;UCR140606
1729	11188	H032	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	1236	0	1008	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;berberidifolia;Liebm.;K. C. Nixon;UCR vouchers
1730	11188	H035	NULL	NULL	2006-01-09	2009-04-14	Hewson-Smith, Sheridan	Schwartz, Michael	0	98	1622	4133	0	4552	A. Sanders	UCR140605	Asteraceae;Ericameria;nauseosa;(Pall. ex Pursh) G.L. Nesom & Baird;A. Sanders;UCR140605
1731	11188	H036	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	448	804	0	1010	A. Sanders	UCR140604	Rosaceae;Cercocarpus;ledifolius;Nutt.;A. Sanders;UCR140604
1732	11188	H033	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	18	485	680	0	3227	A. Sanders	UCR140607	Sterculiaceae;Fremontodendron;californicum;(Torr.) Coville;A. Sanders;UCR140607
1733	11189	H047	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	400	742	0	3358	A. Sanders	UCR140586	Rosaceae;Adenostoma;fasciculatum;H. & A.;A. Sanders;UCR140586
1734	11189	H046	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	249	548	889	0	3311	A. Sanders	UCR140587	Hydrophyllaceae;Phacelia;ramosissima;Dougl. ex Lehm.;A. Sanders;UCR140587
1735	11189	H045	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1481	1829	868	0	3523	A. Sanders	UCR140588	Labiatae;Trichostema;parishii;Vasey;A. Sanders;UCR140588
1736	11189	H050	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2687	2839	1208	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;wislizeni;var. frutescens;Engelm.;K. C. Nixon;UCR vouchers
1737	11189	H049	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	217	1639	2665	0	1006	A. Sanders	UCR140684	Garryaceae;Garrya;veatchii;Kellogg;A. Sanders;UCR140684
1738	11189	H054	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	444	1187	0	1000	A. Sanders	UCR140584	Rhamnaceae;Ceanothus;leucodermis;Greene;A. Sanders;UCR140584
1739	11189	H052	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	136	525	1193	0	3358	A. Sanders	UCR140585	Caprifoliaceae;Lonicera;subspicata;H. & A.;A. Sanders;UCR140585
1740	11189	H044	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	211	408	679	0	1010	A. Sanders	UCR140582	Fabaceae;Amorpha;californica;Nutt.;A. Sanders;UCR140582
1741	11190	H042	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	64	473	962	0	3291	A. Sanders	UCR140558	Ephedraceae;Ephedra;viridis;Cov.;A. Sanders;UCR140558
1742	11190	H039	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	114	594	1879	0	1007	A. Sanders	UCR140636	Brassicaceae;Sisymbrium;altissimum;L.;A. Sanders;UCR140636
1743	11190	H040	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1692	2286	0	1371	A. Sanders	UCR140637	Asteraceae;Lepidospartum;latisquamum;S. Wats.;A. Sanders;UCR140637
1744	11190	H043	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	566	741	0	3229	A. Sanders	UCR140630	Rosaceae;Prunus;fasciculata;(Torr.) Gray;A. Sanders;UCR140630
1745	11190	H037	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	203	416	760	0	3413	A. Sanders	UCR140625	Ericaceae;Arctostaphylos;glauca;Lindl.;A. Sanders;UCR140625
1746	11190	H038	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	9	528	708	0	1245	A. Sanders	UCR140603	Solanaceae;Lycium;cooperi;Gray;A. Sanders;UCR140603
1747	11190	H041	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	382	563	750	0	1371	A. Sanders	UCR140557	Salicaceae;Populus;fremontii;S. Wats.;A. Sanders;UCR140557
1748	11191	H088	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	566	961	2832	3137	A. Sanders	UCR140659	Rosaceae;Prunus;virginiana;var. demissa;(Nutt.) Torr.;A. Sanders;UCR140659
1749	11191	H089	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	74	586	832	0	3461	A. Sanders	UCR140657	Adoxaceae;Sambucus;mexicana;Presl.;A. Sanders;UCR140657
1750	11191	H090	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	574	679	2757	2898	A. Sanders	UCR140656	Rhamnaceae;Rhamnus;californica;ssp. tomentella;(Benth.) C.B. Wolf;A. Sanders;UCR140656
1751	11191	H087	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	444	785	0	3358	A. Sanders	UCR140673	Rhamnaceae;Ceanothus;integerrimus;H. & A.;A. Sanders;UCR140673
1752	11192	H082	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2687	2839	1208	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;wislizeni;var. frutescens;Engelm.;K. C. Nixon;UCR vouchers
1753	11192	H085	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	1186	2875	1234	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;wislizenii;X Quercus kelloggii;Newb.;K. C. Nixon;UCR vouchers
1754	11192	H083	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2266	0	1234	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;kelloggii;Newb.;K. C. Nixon;UCR vouchers
1755	11192	H086	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	574	679	2757	2898	A. Sanders	UCR140660	Rhamnaceae;Rhamnus;californica;ssp. tomentella;(Benth.) C.B. Wolf;A. Sanders;UCR140660
1756	11192	H081	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	249	548	889	0	3311	A. Sanders	UCR140658	Hydrophyllaceae;Phacelia;ramosissima;Dougl. ex Lehm.;A. Sanders;UCR140658
1757	11192	H084	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	698	0	1008	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;chrysolepis;Liebm.;K. C. Nixon;UCR vouchers
1758	11193	H079	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	444	1187	0	1000	A. Sanders	UCR140683	Rhamnaceae;Ceanothus;leucodermis;Greene;A. Sanders;UCR140683
1759	11193	H080	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	382	583	1334	0	1159	A. Sanders	UCR140651	Salicaceae;Salix;lasiolepis;Benth.;A. Sanders;UCR140651
1760	11193	H078	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	564	759	0	3413	A. Sanders	UCR140652	Rosaceae;Potentilla;glandulosa;Lindl.;A. Sanders;UCR140652
1761	11194	H074	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	203	416	2463	0	1012	A. Sanders	UCR140583	Ericaceae;Arctostaphylos;pringlei;Parry;A. Sanders;UCR140583
1762	11194	H076	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	47	551	2675	0	3136	A. Sanders	UCR140568	Viscaceae;Phoradendron;villosum;(Nutt.) Nutt.;A. Sanders;UCR140568
1763	11194	H075	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2690	0	1016	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;X acutidens;Torr.;K. C. Nixon;UCR vouchers
1764	11194	H077	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2266	0	1234	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;kelloggii;Newb.;K. C. Nixon;UCR vouchers
1765	11195	H067	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2687	2839	1208	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;wislizeni;var. frutescens;Engelm.;K. C. Nixon;UCR vouchers
1766	11195	H069	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	1206	657	0	3107	A. Sanders	UCR140567	Rosaceae;Heteromeles;arbutifolia;(Lindl.) M. Roemer;A. Sanders;UCR140567
1767	11195	H072	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	3	535	1170	2863	3228	A. Sanders	UCR140565	Scrophulariaceae;Mimulus;aurantiacus;var. pubescens;(Torr.) D. Thompson;A. Sanders;UCR140565
1768	11195	H070	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	211	526	907	2829	3451	A. Sanders	UCR140566	Fabaceae;Lotus;scoparius;var. brevialatus;Ottley;A. Sanders;UCR140566
1769	11195	H073	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2690	0	1016	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;X acutidens;Torr.;K. C. Nixon;UCR vouchers
1770	11195	H068	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2687	2839	1208	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;wislizeni;var. frutescens;Engelm.;K. C. Nixon;UCR vouchers
1771	11195	H071	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1481	598	1873	0	1159	A. Sanders	UCR140616	Labiatae;Stachys;ajugoides;Benth.;A. Sanders;UCR140616
1772	11196	H065	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	632	0	1203	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;agrifolia;Née;K. C. Nixon;UCR vouchers
1773	11196	H060	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	356	477	742	2756	3135	A. Sanders	UCR140685	Polygonaceae;Eriogonum;fasciculatum;ssp. foliolosum;(Nutt.) Abrams;A. Sanders;UCR140685
1774	11196	H062	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	203	416	760	0	3413	A. Sanders	UCR140686	Ericaceae;Arctostaphylos;glauca;Lindl.;A. Sanders;UCR140686
1775	11196	H061	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	74	586	832	0	3461	A. Sanders	UCR140687	Adoxaceae;Sambucus;mexicana;Presl.;A. Sanders;UCR140687
1776	11196	H058	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	574	1153	0	1010	A. Sanders	UCR140689	Rhamnaceae;Rhamnus;crocea;Nutt.;A. Sanders;UCR140689
1777	11196	H057	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	249	476	2041	2831	1159	A. Sanders	UCR140621	Hydrophyllaceae;Eriodictyon;crassifolium;var. crassifolium;Benth.;A. Sanders;UCR140621
1778	11196	H066	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1644	680	0	3300	A. Sanders	UCR140563	Asteraceae;Gnaphalium;californicum;DC.;A. Sanders;UCR140563
1779	11196	H063	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	382	583	1176	0	3267	A. Sanders	UCR140561	Salicaceae;Salix;laevigata;Bebb;A. Sanders;UCR140561
1780	11196	H064	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	249	548	889	0	3311	A. Sanders	UCR140562	Hydrophyllaceae;Phacelia;ramosissima;Dougl. ex Lehm.;A. Sanders;UCR140562
1781	11196	H059	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	400	742	0	3358	A. Sanders	UCR140688	Rosaceae;Adenostoma;fasciculatum;H. & A.;A. Sanders;UCR140688
1782	11197	H096	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	249	548	2236	0	1000	A. Sanders	UCR140661	Hydrophyllaceae;Phacelia;imbricata;Greene;A. Sanders;UCR140661
1783	11197	H095	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	382	583	1176	0	3267	A. Sanders	UCR140620	Salicaceae;Salix;laevigata;Bebb;A. Sanders;UCR140620
1784	11197	H094	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	382	583	1334	0	1159	A. Sanders	UCR140662	Salicaceae;Salix;lasiolepis;Benth.;A. Sanders;UCR140662
1785	11197	H093	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	1481	598	1874	0	1245	A. Sanders	UCR140617	Labiatae;Stachys;albens;Gray;A. Sanders;UCR140617
1786	11197	H097A	NULL	NULL	2006-01-09	2006-01-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	45	614	725	0	1007	A. Sanders	UCR140655	Urticaceae;Urtica;dioica;L.;A. Sanders;UCR140655
1787	11198	H107	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	478	1427	0	1341	A. Sanders	UCR140668	Asteraceae;Eriophyllum;confertiflorum;(DC.) A. Gray;A. Sanders;UCR140668
1788	11198	H108	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	211	527	1863	0	3314	A. Sanders	UCR140618	Fabaceae;Lupinus;adsurgens;E. Drew;A. Sanders;UCR140618
1789	11198	H106	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	448	674	0	3515	A. Sanders	UCR140667	Rosaceae;Cercocarpus;betuloides;Torr. & A. Gray;A. Sanders;UCR140667
1790	11199	H110	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	698	0	1008	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;chrysolepis;Liebm.;K. C. Nixon;UCR vouchers
1791	11199	H111	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2259	2820	3447	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;john;tuckeri;Nixon & Muller;K. C. Nixon;UCR vouchers
1792	11199	H112	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	211	526	2466	0	3017	A. Sanders	UCR140664	Fabaceae;Lotus;procumbens;(Greene) Greene;A. Sanders;UCR140664
1793	11199	H113	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	382	583	1334	0	1159	A. Sanders	UCR140671	Salicaceae;Salix;lasiolepis;Benth.;A. Sanders;UCR140671
1794	11199	H115	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	574	779	0	1006	A. Sanders	UCR140670	Rhamnaceae;Rhamnus;ilicifolia;Kellogg;A. Sanders;UCR140670
1795	11199	H116	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	444	716	0	992	A. Sanders	UCR140669	Rhamnaceae;Ceanothus;cuneatus;(Hook.) Nutt.;A. Sanders;UCR140669
1796	11199	H114	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	3	1562	1901	0	3349	A. Sanders	UCR140594	Scrophulariaceae;Castilleja;applegatei;Fern.;A. Sanders;UCR140594
1797	11199	H109	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	731	0	3358	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;douglasii;H. & A.;K. C. Nixon;UCR vouchers
1798	11200	H097B	NULL	NULL	2006-01-09	2006-01-11	Hewson-Smith, Sheridan	Hewson-Smith, Sheridan	0	68	571	1232	0	3390	A. Sanders	UCR140663	Fagaceae;Quercus;john-tuckeri;K. Nixon & Muller;A. Sanders;UCR140663
1799	11200	H100	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	382	583	1334	0	1159	A. Sanders	UCR140665	Salicaceae;Salix;lasiolepis;Benth.;A. Sanders;UCR140665
1800	11200	H098	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	508	668	0	3462	A. Sanders	UCR140933	Asteraceae;Iva;axillaris;Pursh;A. Sanders;UCR140933
1801	11200	H099	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	566	741	0	3229	A. Sanders	UCR140934	Rosaceae;Prunus;fasciculata;(Torr.) Gray;A. Sanders;UCR140934
1802	11201	H103	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	227	578	1434	0	1000	A. Sanders	UCR140592	Grossulariaceae;Ribes;quercetorum;Greene;A. Sanders;UCR140592
1803	11201	H101	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	810	0	1203	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;lobata;Née;K. C. Nixon;UCR vouchers
1804	11201	H105	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	1230	0	1231	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;X alvordiana;Eastwood;K. C. Nixon;UCR vouchers
1805	11201	H102	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	3	547	2240	0	3277	A. Sanders	UCR140593	Scrophulariaceae;Penstemon;incertus;Brandeg.;A. Sanders;UCR140593
1806	11201	H104	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	589	2147	0	3410	A. Sanders	UCR140666	Asteraceae;Senecio;flaccidus;Less.;A. Sanders;UCR140666
1807	11202	H092	NULL	NULL	2006-01-09	2009-04-14	Hewson-Smith, Sheridan	Schwartz, Michael	0	98	1622	4133	0	4552	A. Sanders	UCR140653	Asteraceae;Ericameria;nauseosa;(Pall. ex Pursh) G.L. Nesom & Baird;A. Sanders;UCR140653
1808	11202	H091	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	9	528	708	0	1245	A. Sanders	UCR140654	Solanaceae;Lycium;cooperi;Gray;A. Sanders;UCR140654
1809	11203	H119	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	238	401	679	0	3208	A. Sanders	UCR vouchers	Hippocastanaceae;Aesculus;californica;(Spach) Nutt.;A. Sanders;UCR vouchers
1810	11203	H120	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	444	1187	0	1000	A. Sanders	UCR vouchers	Rhamnaceae;Ceanothus;leucodermis;Greene;A. Sanders;UCR vouchers
1811	11203	H117	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1160	2525	0	3173	A. Sanders	UCR vouchers	Asteraceae;Baccharis;salicifolia;(Ruiz & Pav-n) Pers.;A. Sanders;UCR vouchers
1812	11203	H118	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	698	0	1008	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;chrysolepis;Liebm.;K. C. Nixon;UCR vouchers
1813	11204	H128	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	63	511	679	0	1431	A. Sanders	UCR140634	Cupressaceae;Juniperus;californica;Carr.;A. Sanders;UCR140634
1814	11204	H127	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	62	554	901	0	1156	A. Sanders	UCR140633	Pinaceae;Pinus;sabiniana;Douglas;A. Sanders;UCR140633
1815	11204	H124	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	508	668	0	3462	A. Sanders	UCR140614	Asteraceae;Iva;axillaris;Pursh;A. Sanders;UCR140614
1816	11204	H123	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	444	716	0	992	A. Sanders	UCR140598	Rhamnaceae;Ceanothus;cuneatus;(Hook.) Nutt.;A. Sanders;UCR140598
1817	11204	H126	NULL	NULL	2006-01-09	2009-04-14	Hewson-Smith, Sheridan	Schwartz, Michael	0	98	1622	4133	0	4552	A. Sanders	UCR140644	Asteraceae;Ericameria;nauseosa;(Pall. ex Pursh) G.L. Nesom & Baird;A. Sanders;UCR140644
1818	11204	H122	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	1230	0	1231	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;X alvordiana;Eastwood;K. C. Nixon;UCR vouchers
1819	11204	H121	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	731	0	3358	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;douglasii;H. & A.;K. C. Nixon;UCR vouchers
1820	11204	H125	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	114	433	2174	0	2946	A. Sanders	UCR140672	Brassicaceae;Brassica;geniculata;(Desf.) Ball;A. Sanders;UCR140672
1821	11205	H135	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	444	1187	0	1000	A. Sanders	UCR140629	Rhamnaceae;Ceanothus;leucodermis;Greene;A. Sanders;UCR140629
1822	11205	H133	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2687	0	997	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;wislizeni;A. DC.;K. C. Nixon;UCR vouchers
1823	11205	H129	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	211	527	1411	0	1159	A. Sanders	UCR140627	Fabaceae;Lupinus;albifrons;Benth.;A. Sanders;UCR140627
1824	11205	H134	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2687	0	997	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;wislizeni;A. DC.;K. C. Nixon;UCR vouchers
1825	11206	H137	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	376	448	674	0	3515	A. Sanders	UCR140632	Rosaceae;Cercocarpus;betuloides;Torr. & A. Gray;A. Sanders;UCR140632
1826	11206	H138	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	478	1427	0	1341	A. Sanders	UCR140640	Asteraceae;Eriophyllum;confertiflorum;(DC.) A. Gray;A. Sanders;UCR140640
1827	11206	H136	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	444	716	0	992	A. Sanders	UCR140628	Rhamnaceae;Ceanothus;cuneatus;(Hook.) Nutt.;A. Sanders;UCR140628
1828	11207	H144	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	574	679	0	3331	A. Sanders	UCR140642	Rhamnaceae;Rhamnus;californica;Eschsch.;A. Sanders;UCR140642
1829	11207	H147	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	211	527	2128	0	3418	A. Sanders	UCR140641	Fabaceae;Lupinus;excubitus;M.E. Jones;A. Sanders;UCR140641
1830	11207	H149	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	327	1409	1410	0	3413	A. Sanders	UCR141064	Onagraceae;Clarkia;unguiculata;Lindl.;A. Sanders;UCR141064
1831	11207	H141	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	249	476	680	0	3022	A. Sanders	UCR140643	Hydrophyllaceae;Eriodictyon;californicum;(Hook. & Arn.) Torr.;A. Sanders;UCR140643
1832	11207	H145	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2687	0	997	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;wislizeni;A. DC.;K. C. Nixon;UCR vouchers
1833	11207	H139	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	327	1409	2063	0	3034	A. Sanders	UCR140591	Onagraceae;Clarkia;cylindrica;(Jeps.) H. & M. Lewis;A. Sanders;UCR140591
1834	11207	H146	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2687	0	997	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;wislizeni;A. DC.;K. C. Nixon;UCR vouchers
1835	11207	H148	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	68	571	2687	0	997	K. C. Nixon	UCR vouchers	Fagaceae;Quercus;wislizeni;A. DC.;K. C. Nixon;UCR vouchers
1836	11207	H140	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	373	444	716	0	992	A. Sanders	UCR140622	Rhamnaceae;Ceanothus;cuneatus;(Hook.) Nutt.;A. Sanders;UCR140622
1837	11207	H142	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	203	416	1348	0	1012	A. Sanders	UCR140624	Ericaceae;Arctostaphylos;viscida;Parry;A. Sanders;UCR140624
1838	11207	H143	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1424	1425	0	1426	A. Sanders	UCR140631	Asteraceae;Holocarpha;heermannii;(Greene) Keck;A. Sanders;UCR140631
1839	11208	H157	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	136	525	2250	0	1159	A. Sanders	UCR140569	Caprifoliaceae;Lonicera;interrupta;Benth.;A. Sanders;UCR140569
1840	11208	H150	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	249	548	2009	0	1000	A. Sanders	UCR140201, UCR140559	Hydrophyllaceae;Phacelia;cicutaria;Greene;A. Sanders;UCR140201, UCR140559
1841	11208	H151	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	98	1697	2142	0	3019	A. Sanders	UCR140560	Asteraceae;Lessingia;filaginifolia;(H. & A.) M.A. Lane;A. Sanders;UCR140560
1842	11208	H156	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	49	617	2284	0	3415	A. Sanders	UCR140572	Verbenaceae;Verbena;lasiostachys;Link.;A. Sanders;UCR140572
1843	11208	H155	NULL	NULL	2006-01-09	NULL	Hewson-Smith, Sheridan	NULL	0	327	1409	1410	0	3413	A. Sanders	UCR140573	Onagraceae;Clarkia;unguiculata;Lindl.;A. Sanders;UCR140573
